Agent Name,Agent Company,price,Address Line 1,Address Line 2,bed,bath,parking,floor_space,region,latitude,longitude
,,$550 weekly,"77 Laura Avenue,",BELMONT VIC 3216,4 Beds,2 Baths,2 Parking,,geelong-vic,-38.179612,144.3326347
,,$920 weekly,"3 Young St,",BOX HILL VIC 3128,3 Beds,2 Baths,2 Parking,,geelong-vic,-37.8171987,145.1163199
,,$130 ,"1 North Valley Road,",HIGHTON VIC 3216,1 Bed,3 Baths, Parking,,geelong-vic,-38.1722932,144.3183811
,,$480 Per Week,"59 Bronson Circuit,",HOPPERS CROSSING VIC 3029,3 Beds,2 Baths,1 Parking,,geelong-vic,-37.8608753,144.6872141
,,$480 weekly,"133 Vines Rd,",HAMLYN HEIGHTS VIC 3215,4 Beds,1 Bath,2 Parking,,geelong-vic,-38.1190223,144.3289338
,,$420 weekly,"74 Rose Avenue,",NORLANE VIC 3214,3 Beds,2 Baths,1 Parking,,geelong-vic,-38.0882986,144.3643457
,,Under Application,"11 Gramercy place,",STRATHTULLOH VIC 3338,4 Beds,2 Baths,3 Parking,,geelong-vic,-37.7269779,144.61136
,,$520 per week,"27 Pedirka Road,",TRUGANINA VIC 3029,3 Beds,2 Baths,1 Parking,,geelong-vic,-37.7680725,144.6857966
,,$430 pw,"19/5 Oxford St Street,",WHITTINGTON VIC 3219,2 Beds,1 Bath,1 Parking,,geelong-vic,-38.1745071,144.3872062
,,$800 ,"94 Hitchcock Avenue,",BARWON HEADS VIC 3227,3 Beds,2 Baths,2 Parking,736m²,geelong-vic,-38.2825037,144.4915009
,,$185 pw,"18 Cedarville Close,",HIGHTON VIC 3216,1 Bed,1 Bath,1 Parking,,geelong-vic,-38.1952644,144.3140993
,,$580 ,"10/966 Albany Highway,",EAST VICTORIA PARK WA 6101,1 Bed,1 Bath,1 Parking,,geelong-vic,1.5,109.25
,,$250.00 Per Week,"8/50 Robin Avenue,",NORLANE VIC 3214,1 Bed,1 Bath, Parking,,geelong-vic,-38.0892875,144.3542805
,,$290 ,"1/9-11 Malop St,",GEELONG VIC 3220,1 Bed,3 Baths, Parking,,geelong-vic,-38.1482909,144.3641919
,,$650 ,"110 Hendy Main Rd,",GNARWARRE VIC 3221,3 Beds,2 Baths,2 Parking,,geelong-vic,-38.1667,144.2263
,,$570 Per Week,"69 Callistemon Circuit,",LARA VIC 3212,4 Beds,2 Baths,2 Parking,,geelong-vic,-38.0113116,144.3829892
,,$400 weekly,"7 Dargo Court,",CORIO VIC 3214,3 Beds,1 Bath,2 Parking,,geelong-vic,-38.0771111,144.3560082
,,$195 ,"11 Cortona Place,",WAURN PONDS VIC 3216,1 Bed,2 Baths,3 Parking,,geelong-vic,-38.2140566,144.3099379
,,$535 Per Week,"1 Evesham Drive,",POINT COOK VIC 3030,4 Beds,2 Baths,2 Parking,,geelong-vic,-37.9017064,144.7597983
,,$395 weekly,"1 Dearborn Parade,",CORIO VIC 3214,3 Beds,1 Bath,1 Parking,,geelong-vic,-38.0775505,144.3638776
,,$440 ,"2/14 Synnott St,",HAMLYN HEIGHTS VIC 3215,3 Beds,1 Bath,1 Parking,,geelong-vic,-38.1250174,144.3370067
,,$340 Per Week,"1/188 Separation Street,",BELL PARK VIC 3215,2 Beds,1 Bath,1 Parking,,geelong-vic,-38.1097615,144.3346983
,,$540 ,"6 Surround Circuit,",BONNIE BROOK VIC 3335,4 Beds,2 Baths,2 Parking,,geelong-vic,-37.7086078,144.6784588
,,$900.00 PER WEEK,"13 Jackson Road,",KARAWARA WA 6152,4 Beds,2 Baths,2 Parking,,geelong-vic,-32.0058305,115.8797913
,,$500 Per week,"51 Ararat Street,",TRUGANINA VIC 3029,4 Beds,2 Baths,2 Parking,,geelong-vic,-37.7621698,144.6739327
,,$500 Per Week,"79 Wagner Drive,",WERRIBEE VIC 3030,4 Beds,2 Baths,2 Parking,,geelong-vic,-37.9171981,144.6335882
,,$430 weekly,"3 Coxon Parade,",NORTH GEELONG VIC 3215,3 Beds,1 Bath,1 Parking,,geelong-vic,-38.127365,144.3488605
,,$560 ,"166 Batten Road,",ARMSTRONG CREEK VIC 3217,4 Beds,2 Baths,2 Parking,,geelong-vic,-38.231742,144.3639535
,,$620 per week,"51 Stringybark Drive,",LARA VIC 3212,4 Beds,2 Baths,2 Parking,,geelong-vic,-38.0124682,144.3743589
,,$340 weekly,"1/30 Wisteria Grove,",NORLANE VIC 3214,2 Beds,1 Bath, Parking,,geelong-vic,-38.086859,144.362501
,,$370 weekly,"5/1 Holyrood Avenue,",NEWTOWN VIC 3220,2 Beds,1 Bath,1 Parking,,geelong-vic,-38.1578053,144.3268478
,,$560 Per Week,"71 Starboard Way,",WERRIBEE SOUTH VIC 3030,4 Beds,2 Baths,2 Parking,,geelong-vic,-37.963701,144.7088524
,,$520 ,"107/50 Bowlers Avenue,",GEELONG WEST VIC 3218,2 Beds,2 Baths,1 Parking,,geelong-vic,-38.1445755,144.3454115
,,$650 weekly,"3 Shoreline Cr,",CARRUM DOWNS VIC 3201,4 Beds,2 Baths,2 Parking,,geelong-vic,-38.0980715,145.1919751
,,$500 ,"21 Conifer St,",ARMSTRONG CREEK VIC 3217,4 Beds,2 Baths,2 Parking,,geelong-vic,-38.2288683,144.3672552
,,$510 ,"6 Koslow St,",ARMSTRONG CREEK VIC 3217,4 Beds,2 Baths,2 Parking,,geelong-vic,-38.2414192,144.3428346
,,$520 ,"11 Bentons Way,",ARMSTRONG CREEK VIC 3217,4 Beds,3 Baths,2 Parking,,geelong-vic,-38.2289654,144.3681317
,,"$580 Per Week, Including Lawns Mowed","1385 Heatherton Road,",DANDENONG NORTH VIC 3175,3 Beds,1 Bath,2 Parking,590m²,geelong-vic,-37.9703583,145.2176898
,,$520 ,"61 Tranquility Cr,",ARMSTRONG CREEK VIC 3217,4 Beds,2 Baths,2 Parking,,geelong-vic,-38.2241472,144.3790001
,,$430 pw,"704 Geelong Road,",CANADIAN VIC 3350,3 Beds,1 Bath,2 Parking,"1,263m²",geelong-vic,-37.5915768,143.8671159
,,$520 ,"45 Tranquillity Cct,",ARMSTRONG CREEK VIC 3217,4 Beds,2 Baths,2 Parking,,geelong-vic,-38.2583,144.3083
,,$700 per Week,"Apartment 202/46 Cambridge Street,",COLLINGWOOD VIC 3066,2 Beds,2 Baths,1 Parking,,geelong-vic,-37.8,144.9833
,,$650 ,"1B/18 Scenic Rd,",HIGHTON VIC 3216,3 Beds,2 Baths,2 Parking,,geelong-vic,-38.171406,144.3093482
,,$870 weekly,"3103/100 Lorimer St,",DOCKLANDS VIC 3008,2 Beds,2 Baths,2 Parking,,geelong-vic,-37.8149,144.9505
,,$610 weekly,"6108/172 Edward St,",BRUNSWICK EAST VIC 3057,2 Beds,2 Baths,1 Parking,,geelong-vic,-37.7603,144.9502
,,$520 ,"2/29 Vincent Avenue,",ST ALBANS VIC 3021,3 Beds,2 Baths,2 Parking,,geelong-vic,-37.7451799,144.808638
,,$495 weekly,"LG 202/45 Linden Avenue,",IVANHOE VIC 3079,1 Bed,1 Bath,1 Parking,,geelong-vic,-37.754915,145.0543999
,,$400 weekly,"17 Synnott Street,",HAMLYN HEIGHTS VIC 3215,3 Beds,1 Bath,3 Parking,,geelong-vic,-38.1250174,144.3370067
,,$630.00 pw- Spacious & Stylish,"22 Trundle Drive,",ARMSTRONG CREEK VIC 3217,4 Beds,2 Baths,2 Parking,448m²,geelong-vic,-38.2227569,144.3505725
,,$540 ,"42 Gilroy Crescent,",CHARLEMONT VIC 3217,4 Beds,2 Baths,2 Parking,,geelong-vic,-38.2097898,144.374156
,,$600 weekly,"25 Fairway Dr,",LARA VIC 3212,3 Beds,1 Bath,6 Parking,"24,000m²",geelong-vic,-38.0226839,144.3608244
,,$750 ,"615C/2 Snedden Drive,",GLEN WAVERLEY VIC 3150,2 Beds,2 Baths,1 Parking,,geelong-vic,-37.8891,145.174
,,$800 **INSPECTION UPON REQUEST**,"1810/462 Elizabeth Street,",MELBOURNE VIC 3000,2 Beds,2 Baths, Parking,,geelong-vic,-37.814,144.9633
,,$500 ,"2/291 Wilsons Road,",ST ALBANS PARK VIC 3219,3 Beds,2 Baths,2 Parking,,geelong-vic,-38.1885277,144.3881227
,,$460 weekly,"8 Perrett Street,",GROVEDALE VIC 3216,3 Beds,1 Bath,1 Parking,,geelong-vic,-38.2070444,144.3416516
,,$445 weekly,"3/30-32 Spring Street,",BELMONT VIC 3216,2 Beds,1 Bath,1 Parking,,geelong-vic,-38.2335,144.3007
,,$450 ,"144 Church Street,",HAMLYN HEIGHTS VIC 3215,3 Beds,1 Bath, Parking,,geelong-vic,-38.1292679,144.3275404
,,$555 per Week,"10 Puri Street,",WERRIBEE VIC 3030,4 Beds,2 Baths,2 Parking,,geelong-vic,-37.9239088,144.6359599
,,$480 ,"78 Pearlrock Dr,",MOUNT DUNEED VIC 3217,3 Beds,2 Baths,2 Parking,,geelong-vic,-38.2303127,144.3217201
,,$480 Per Week,"1/61 St George Road,",NORLANE VIC 3214,3 Beds,1 Bath,2 Parking,,geelong-vic,-38.1014,144.3542
,,$400 weekly,"4 Tuffs Court,",CORIO VIC 3214,3 Beds,1 Bath,2 Parking,,geelong-vic,-38.0639152,144.3688045
,,$580 per week,"21 Ararat Street,",TARNEIT VIC 3029,4 Beds,2 Baths,2 Parking,,geelong-vic,-37.8420586,144.6428936
,,$675 ,"182 Fenton Hill Road,",CLARKEFIELD VIC 3430,4 Beds,1 Bath,5 Parking,,geelong-vic,-37.4932063,144.8109401
,,$600 Per Week,"1/33 Arcadia Avenue,",HALLAM VIC 3803,3 Beds,2 Baths,1 Parking,,geelong-vic,-37.9981456,145.2599547
,,$660 Per Week,"30 Bailey Boulevard,",KOO WEE RUP VIC 3981,4 Beds,2 Baths,2 Parking,,geelong-vic,-38.2039038,145.4925911
,,$520/Week,"102/53 Mercer Street,",GEELONG VIC 3220,2 Beds,2 Baths,1 Parking,,geelong-vic,-38.1438254,144.3566869
,,$530 weekly,"26 Newfields Dr,",DRYSDALE VIC 3222,4 Beds,2 Baths,2 Parking,,geelong-vic,-38.1767244,144.5756531
,,$520 pw,"3 Callander Street,",THOMSON VIC 3219,3 Beds,2 Baths,3 Parking,,geelong-vic,-38.1711611,144.3784282
,,$780 PW Enquire Now!!,"24 Lantana Road,",AINTREE VIC 3336,5 Beds,3 Baths,2 Parking,,geelong-vic,-37.7201581,144.656696
,,$385 weekly,"16 Zinnia Street,",NORLANE VIC 3214,3 Beds,1 Bath,1 Parking,,geelong-vic,-38.0855768,144.3662069
,,$580 per week,"18 Leeward Drive,",TARNEIT VIC 3029,4 Beds,2 Baths,2 Parking,,geelong-vic,-37.8612781,144.6469924
,,$350 weekly,"4/220-222 Wilsons Road,",WHITTINGTON VIC 3219,2 Beds,1 Bath,1 Parking,,geelong-vic,-38.1662,144.3943
,,$625 ,"46 Rugby Street,",BELMONT VIC 3216,3 Beds,2 Baths,2 Parking,,geelong-vic,-38.1770668,144.335519
,,$560 per week,"11 Faircroft Place,",TARNEIT VIC 3029,4 Beds,2 Baths,2 Parking,,geelong-vic,-37.8466441,144.6949076
,,$300 weekly,"3/10 Portarlington Road,",NEWCOMB VIC 3219,2 Beds,1 Bath,1 Parking,,geelong-vic,-38.1596432,144.3953324
,,$530 weekly,"62 Navigator Drive,",CORIO VIC 3214,4 Beds,2 Baths,2 Parking,,geelong-vic,-38.0656015,144.3599943
,,$460 weekly,"15 Church Street,",GROVEDALE VIC 3216,3 Beds,2 Baths,1 Parking,,geelong-vic,-38.1969821,144.342125
,,$460 weekly,"14 Chucklecreek Lane,",ARMSTRONG CREEK VIC 3217,3 Beds,2 Baths,1 Parking,,geelong-vic,-38.2337544,144.3738031
,,$530 weekly,"3/4 Blyth Street,",BELL PARK VIC 3215,3 Beds,2 Baths,2 Parking,,geelong-vic,-38.1181701,144.3337223
,,$380 weekly,"58 Wendover Avenue,",NORLANE VIC 3214,3 Beds,1 Bath,2 Parking,,geelong-vic,-38.0930294,144.3634625
,,$450 weekly,"15 Cheryl Crescent,",BELMONT VIC 3216,3 Beds,1 Bath,2 Parking,,geelong-vic,-38.187486,144.3410942
,,$385 weekly,"51 Bellbird Avenue,",NORLANE VIC 3214,3 Beds,1 Bath,2 Parking,,geelong-vic,-38.0884293,144.3515172
,,$570 weekly,"1 Wild Branch Place,",CORIO VIC 3214,4 Beds,2 Baths,2 Parking,,geelong-vic,-38.1014,144.3542
,,$485 weekly,"803/44 Ryrie Street,",GEELONG VIC 3220,1 Bed,1 Bath,1 Parking,,geelong-vic,-38.1481755,144.3560217
,,$400 weekly,"16 Purnell Road,",CORIO VIC 3214,3 Beds,1 Bath,1 Parking,,geelong-vic,-38.0748811,144.3666081
,,$450 weekly,"16 Bingara Avenue,",NORLANE VIC 3214,3 Beds,1 Bath,2 Parking,,geelong-vic,-38.0920696,144.3539496
,,$330 weekly,"4/10 Portarlington Road,",NEWCOMB VIC 3219,2 Beds,1 Bath,1 Parking,,geelong-vic,-38.1596432,144.3953324
,,$530 Per Week,"1/29 Baldwin Avenue,",NOBLE PARK VIC 3174,3 Beds,1 Bath,1 Parking,,geelong-vic,-37.9753635,145.1752593
,,$650 ,"14 Wonnangatta CRES,",WEIR VIEWS VIC 3338,5 Beds,2 Baths,2 Parking,,geelong-vic,-37.7269511,144.5726647
,,$450 ,"1416/6 Leicester Street,",CARLTON VIC 3053,1 Bed,1 Bath, Parking,,geelong-vic,-37.802198,144.9607524
,,$540 pw,"287 Torquay Road,",GROVEDALE VIC 3216,4 Beds,1 Bath,1 Parking,,geelong-vic,-38.2065487,144.339906
,,$780 pw,"13 Mountfield Road,",MITCHAM VIC 3132,6 Beds,3 Baths,5 Parking,,geelong-vic,-37.807391,145.1869189
,,$620 ,"2 The Breezewater,",POINT COOK VIC 3030,4 Beds,2 Baths,2 Parking,,geelong-vic,-37.8865333,144.7711545
,,$420 pw,"16 Vermont Avenue,",CORIO VIC 3214,3 Beds,1 Bath,2 Parking,,geelong-vic,-38.0819412,144.355828
,,$220 pw,"9 Komodo Road,",CURLEWIS VIC 3222,1 Bed,1 Bath, Parking,,geelong-vic,-38.1762916,144.5424931
,,$795 Per Week,"6 Elizabeth Court,",ROWVILLE VIC 3178,4 Beds,2 Baths,4 Parking,,geelong-vic,-37.9193868,145.2319676
,,$595 Per Week,"31 Ambassador Crescent,",POINT COOK VIC 3030,4 Beds,2 Baths,2 Parking,758m²,geelong-vic,-37.8845432,144.7116807
,,$550 per week,"18/80 Cheltenham Road,",DANDENONG VIC 3175,2 Beds,2 Baths,1 Parking,,geelong-vic,-37.9912458,145.1970169
,,$720/week,"146 Lady Nelson Way,",TAYLORS LAKES VIC 3038,5 Beds,3 Baths,2 Parking,,geelong-vic,-37.7120857,144.7893649
,,$640 weekly,"1A Hill St,",BELMONT VIC 3216,3 Beds,2 Baths,2 Parking,,geelong-vic,-38.1755269,144.3318593
,,$410 weekly,"3/85 Collins Street,",THORNBURY VIC 3071,2 Beds,1 Bath,1 Parking,,geelong-vic,-37.7569997,145.0273656
,,$450 weekly,"2/185 Swanston Street,",SOUTH GEELONG VIC 3220,2 Beds,1 Bath,1 Parking,,geelong-vic,-38.162276,144.3623563
,,$870 ,"32 Trades Hall Place,",CARLTON VIC 3053,3 Beds,2 Baths,1 Parking,160m²,geelong-vic,-37.8065885,144.9667277
,,$650 Per Week,"97 Festival Drive,",POINT COOK VIC 3030,5 Beds,3 Baths,2 Parking,,geelong-vic,-37.9084089,144.7462775
,,$450 ,"16 Mernda Pde,",BELMONT VIC 3216,3 Beds,2 Baths,2 Parking,,geelong-vic,-38.1826961,144.3401517
,,$550 weekly,"6 Killarney Ave,",GROVEDALE VIC 3216,4 Beds,2 Baths,2 Parking,,geelong-vic,-38.1951913,144.3486127
,,$420 weekly,"36 Buffalo Ave,",CORIO VIC 3214,3 Beds,1 Bath,1 Parking,,geelong-vic,-38.0737664,144.3684016
,,$520 per week,"406/6 Leicester Street,",CARLTON VIC 3053,1 Bed,1 Bath, Parking,,geelong-vic,-37.802198,144.9607524
,,$490 weekly,"9 Romney Dr,",CURLEWIS VIC 3222,4 Beds,2 Baths,2 Parking,,geelong-vic,-38.1758827,144.5459776
,,$600 ,"1/9 Scarlett St,",GEELONG WEST VIC 3218,3 Beds,2 Baths,2 Parking,,geelong-vic,-38.1362082,144.3443716
,,$560 pw,"29 Rotherham Street,",BELMONT VIC 3216,4 Beds,3 Baths,1 Parking,,geelong-vic,-38.1753935,144.3308026
,,$380 weekly,"2/25 Tallis St,",NORLANE VIC 3214,2 Beds,1 Bath,1 Parking,,geelong-vic,-38.0924322,144.3646223
,,$630 ,"26 Clarkes Road,",FYANSFORD VIC 3218,4 Beds,2 Baths,2 Parking,,geelong-vic,-38.1396518,144.2986049
,,$600 weekly,"13 Moorhen Dr,",LARA VIC 3212,4 Beds,2 Baths,2 Parking,,geelong-vic,-38.0275343,144.3832767
,,$550 ,"39 Millers Road,",ALTONA VIC 3018,3 Beds,1 Bath,3 Parking,,geelong-vic,-37.8647814,144.8392132
,,$175 pw,"4 North Valley Road,",HIGHTON VIC 3216,1 Bed,1 Bath,1 Parking,,geelong-vic,-38.1676267,144.3196958
,,$575/w & Fully Furnished,"104/15 Irving Avenue,",BOX HILL VIC 3128,1 Bed,1 Bath,1 Parking,,geelong-vic,-37.8158711,145.1222744
,,$625 ,"18/367 High Street,",BELMONT VIC 3216,3 Beds,2 Baths,1 Parking,125m²,geelong-vic,-38.2335,144.3007
,,$440 ,"917/6 Leicester Street,",CARLTON VIC 3053,1 Bed,1 Bath, Parking,,geelong-vic,-37.802198,144.9607524
,,$580 ,"9 Kenora Way,",MICKLEHAM VIC 3064,4 Beds,2 Baths,2 Parking,509m²,geelong-vic,-37.5372385,144.8973557
,,$510 ,"18 Winterfell Rd,",CHARLEMONT VIC 3217,4 Beds,2 Baths,2 Parking,,geelong-vic,-38.2583,144.3083
,,$610 Per Week,"19 Duncan Street,",FYANSFORD VIC 3218,4 Beds,2 Baths,2 Parking,,geelong-vic,-38.138825,144.3058582
,,$470 ,"1709/6 Leicester Street,",CARLTON VIC 3053,,,,,geelong-vic,-37.802198,144.9607524
,,"$1,100 Per Week","20 Koonawarra St,",CLAYTON VIC 3168,5 Beds,3 Baths,2 Parking,,geelong-vic,-37.9117269,145.1244965
,,$550 weekly,"6 Grosvenor Dr,",WANDANA HEIGHTS VIC 3216,3 Beds,2 Baths,2 Parking,,geelong-vic,-38.1714616,144.3068388
,,$400.00 Per Week,"4 Springbank Way,",BROOKFIELD VIC 3338,4 Beds,2 Baths,2 Parking,,geelong-vic,-37.7052143,144.5553866
Create Real Estate,Create Real Estate,$460 ,"8 Perth Avenue,",ALBION VIC 3020,3 Beds,1 Bath, Parking,,ballarat-vic,-37.7799668,144.814721
Chloe Conway,Performance Asset Management Melbourne,$430 per week,"331 Richards St,",BALLARAT EAST VIC 3350,3 Beds,1 Bath,4 Parking,,ballarat-vic,-37.5673947,143.8897628
HouseSmart Property Management Department,HouseSmart Real Estate Pty Ltd,$550 per week,"4K/45 King George Street,",VICTORIA PARK WA 6100,2 Beds,1 Bath,1 Parking,,ballarat-vic,-31.9791219,115.8891997
Certainty  Property Vic,Certainty Property,$270 ,"11 McCulloch Drive,",MELTON SOUTH VIC 3338,1 Bed,1 Bath, Parking,,ballarat-vic,-37.7077,144.5749
,,$490 weekly,"507 Lyons Street,",BALLARAT CENTRAL VIC 3350,3 Beds,1 Bath,1 Parking,463m²,ballarat-vic,-37.5592025,143.8522341
Kim Te,Motion Property,$610 Per Week,"801/5 Joseph Road,",FOOTSCRAY VIC 3011,2 Beds,2 Baths,1 Parking,,ballarat-vic,-37.7995452,144.909498
Danielle Ryan,The Core Advisory Team VIC,$750pw,"13/299 Dandenong Road,",PRAHRAN VIC 3181,2 Beds,1 Bath,1 Parking,,ballarat-vic,-37.853,144.9929
Certainty  Property Vic,Certainty Property,$200 ,"2 Caspian Court,",NEWBOROUGH VIC 3825,1 Bed,1 Bath, Parking,,ballarat-vic,-38.1671585,146.2940256
Certainty  Property Vic,Certainty Property,$450 ,"114 Anniversary Avenue,",WYNDHAM VALE VIC 3024,4 Beds,2 Baths,2 Parking,,ballarat-vic,-37.8515984,144.5943387
Certainty  Property Vic,Certainty Property,$275 ,"16 Astral Walk,",WOLLERT VIC 3750,1 Bed,1 Bath, Parking,,ballarat-vic,-37.5833,145.0333
Certainty  Property Vic,Certainty Property,$240 ,"6 Songlark Street,",MELTON SOUTH VIC 3338,1 Bed,1 Bath, Parking,,ballarat-vic,-37.718538,144.5789886
Kavinda Kudage Don,Linage,$430 per week ($1868 pcm),"4 Aspen St,",WINTER VALLEY VIC 3358,3 Beds,2 Baths,2 Parking,,ballarat-vic,-37.5865051,143.7956084
Kim Te,Motion Property,$590 per week,"1002/1 Joseph Road,",FOOTSCRAY VIC 3011,2 Beds,2 Baths,1 Parking,,ballarat-vic,-37.7995452,144.909498
Evelyne Surja,Kay & Burton Stonnington,$1695 Per Week,"2 Rathmines Street,",TOORAK VIC 3142,3 Beds,2 Baths,2 Parking,,ballarat-vic,-37.8387209,145.0058412
Certainty  Property Vic,Certainty Property,$250 ,"17 Oakhill Terrace,",CHURCHILL VIC 3842,1 Bed,1 Bath,1 Parking,,ballarat-vic,-38.3078,146.4137
Dylan Archer-Jeffrey,,$460 Per Week,"1305a Dana Street,",BALLARAT CENTRAL VIC 3350,3 Beds,2 Baths,2 Parking,,ballarat-vic,-37.5644581,143.8597226
Shane Kozaris,,$380.00 per week,"3/208 Landsborough Street,",BALLARAT NORTH VIC 3350,2 Beds,1 Bath,1 Parking,,ballarat-vic,-37.5408314,143.8715945
Dylan Archer-Jeffrey,,$360.00 per week,"108 Barkly Street,",BAKERY HILL VIC 3350,3 Beds,1 Bath,4 Parking,,ballarat-vic,-37.5652273,143.8671847
Dylan Archer-Jeffrey,,$450 Per Week,"421 Sherrard Street,",BLACK HILL VIC 3350,4 Beds,3 Baths,2 Parking,,ballarat-vic,-37.5532245,143.8684465
Casey Blaine,,FULLY FURNISHED - $420 PER WEEK,"5/8 Dale St,",KENNINGTON VIC 3550,1 Bed,1 Bath,1 Parking,,ballarat-vic,-36.7612758,144.3023453
Shane Kozaris,,$625.00 per week,"5 Hugo Place,",BROWN HILL VIC 3350,4 Beds,2 Baths,2 Parking,,ballarat-vic,-37.5452943,143.9143086
,,$580 ,"21 Manchado Street,",TARNEIT VIC 3029,4 Beds,2 Baths,2 Parking,,ballarat-vic,-37.8826,144.7003
,,$650 weekly,"132 Cornwall Road,",SUNSHINE VIC 3020,5 Beds,2 Baths,3 Parking,,ballarat-vic,-37.7786528,144.8425679
,,$460 per week ($1999pcm),"31 Linkage St,",BONSHAW VIC 3352,4 Beds,2 Baths,2 Parking,,ballarat-vic,-37.5996855,143.8216663
,,$240 ,"63 Pintail Drive,",MELTON SOUTH VIC 3338,1 Bed,1 Bath, Parking,,ballarat-vic,-37.719208,144.5789327
,,$250 ,"8 Jacobena Road,",MELTON SOUTH VIC 3338,1 Bed,1 Bath, Parking,,ballarat-vic,-37.7140748,144.5662005
,,$730 Parkside living Highspeed unlimited WiFi PetFriendly,"224/109 Manningham St,",PARKVILLE VIC 3052,1 Bed,1 Bath,1 Parking,,ballarat-vic,-37.7877105,144.9423529
,,$450 per week ($1955 pcm),"6 Fantail Street,",DELACOMBE VIC 3356,4 Beds,2 Baths,2 Parking,,ballarat-vic,-37.5853,143.8395
,,$650 per week,"3/107 Ballarat Road,",MAIDSTONE VIC 3012,3 Beds,2 Baths,2 Parking,,ballarat-vic,-37.7816746,144.8659322
,,$665 Parkside living Highspeed unlimited WiFi PetFriendly,"225/109 Manningham St,",PARKVILLE VIC 3052,2 Beds,2 Baths,1 Parking,,ballarat-vic,-37.7877105,144.9423529
,,$750 per week Parkside living Highspeed unlimited WiFi PetFriendly,"403/109 Manningham St,",PARKVILLE VIC 3052,2 Beds,2 Baths,1 Parking,,ballarat-vic,-37.7877105,144.9423529
,,$950 Parkside living Highspeed unlimited WiFi PetFriendly,"607/109 109 Manningham St,",PARKVILLE VIC 3052,2 Beds,2 Baths,1 Parking,,ballarat-vic,-37.7603,144.9502
,,$670 Parkside living Highspeed unlimited WiFi PetFriendly,"121 109 Manningham St,",PARKVILLE VIC 3052,1 Bed,1 Bath,1 Parking,,ballarat-vic,-37.7877105,144.9423529
$595 - $596 per week,,$595 - $596 per week,"33 Currong Street,",REID ACT 2612,2 Beds,1 Bath,1 Parking,,ballarat-vic,-35.2839691,149.1432609
,,$390.00 per week,"73 McNulty Drive,",WENDOUREE VIC 3355,3 Beds,2 Baths,2 Parking,,ballarat-vic,-37.5281248,143.8149608
,,$800 weekly,"1A Elliott St,",LAKE WENDOUREE VIC 3350,5 Beds,3 Baths,2 Parking,,ballarat-vic,-37.5589648,143.834308
,,$330.00 ,"23 Queen Street,",SEBASTOPOL VIC 3356,2 Beds,1 Bath,1 Parking,,ballarat-vic,-37.6075149,143.8400476
,,$340 weekly,"2/205 Ripon St S,",BALLARAT CENTRAL VIC 3350,2 Beds,1 Bath,1 Parking,,ballarat-vic,-37.5684687,143.8398635
,,$360 weekly,"19 Rowe St,",BALLARAT EAST VIC 3350,3 Beds,1 Bath,1 Parking,,ballarat-vic,-37.5591122,143.8672939
,,$420 p.w.,"302 Barkly Street,",BUNINYONG VIC 3357,5 Beds,2 Baths, Parking,,ballarat-vic,-37.6451478,143.8837067
,,$430 weekly,"1/27a Water St,",BROWN HILL VIC 3350,3 Beds,2 Baths,1 Parking,,ballarat-vic,-37.5571416,143.8932521
,,$460.00 ,"9 Cartledge Avenue,",MOUNT CLEAR VIC 3350,4 Beds,2 Baths,2 Parking,,ballarat-vic,-37.6015718,143.8649978
,,$415 p.w.,"9 Florence Court,",BROWN HILL VIC 3350,3 Beds,2 Baths,1 Parking,,ballarat-vic,-37.5516967,143.8945118
,,$390 pw,"10 Mimosa Avenue,",ALFREDTON VIC 3350,3 Beds,1 Bath, Parking,,ballarat-vic,-37.5501083,143.8028847
,,$430 weekly,"1 Clayton Park Dr,",CANADIAN VIC 3350,3 Beds,1 Bath,2 Parking,,ballarat-vic,-37.577945,143.8803296
,,$420 p.w.,"8 Linden Avenue,",WENDOUREE VIC 3355,3 Beds,1 Bath,2 Parking,,ballarat-vic,-37.539874,143.8432482
,,$420 weekly,"104 Duggan St,",BLACK HILL VIC 3350,3 Beds,2 Baths,1 Parking,,ballarat-vic,-37.5473645,143.8750624
,,$470 pw,"86 Gracefield Road,",BROWN HILL VIC 3350,4 Beds,2 Baths,2 Parking,,ballarat-vic,-37.5494131,143.9092428
,,$520.00 per week,"1327 Geelong Road,",MOUNT CLEAR VIC 3350,5 Beds,2 Baths,1 Parking,,ballarat-vic,-37.6026609,143.8686287
,,$510 per week,"207/6 Leicester Street,",CARLTON VIC 3053,1 Bed,1 Bath, Parking,,ballarat-vic,-37.802198,144.9607524
,,$450 per week,"Unit 1113/6 Leicester St,",CARLTON VIC 3053,1 Bed,1 Bath, Parking,,ballarat-vic,-37.8004,144.9684
,,$530 Per Week,"51 Messenger Parade,",LUCAS VIC 3350,4 Beds,2 Baths,2 Parking,,ballarat-vic,-37.5480646,143.7726339
,,$400.00 per week,"15 Bala Street,",SEBASTOPOL VIC 3356,3 Beds,1 Bath,4 Parking,637m²,ballarat-vic,-37.5886462,143.8468737
,,$620.00 ,"1A Walker Street,",BLACK HILL VIC 3350,3 Beds,2 Baths,2 Parking,,ballarat-vic,-37.5292,143.8591
,,$725 per week,"3/462 Como Parade West,",MORDIALLOC VIC 3195,2 Beds,2 Baths,1 Parking,,ballarat-vic,-37.9973332,145.0807967
