Agent Name,Agent Company,Price,Address Line 1,Address Line 2,Bedrooms,Bathrooms,Parking,Floor Space,Region
,,"$1,100 per week","3/7A Osburn Ave,",BALWYN NORTH VIC 3104,4 Beds,3 Baths,1 Parking,,shepparton-vic
,,$610 pw,"20 Orr Street,",SHEPPARTON VIC 3630,3 Beds,2 Baths,2 Parking,,shepparton-vic
,,$600.00,"108/408 Spencer Street,",WEST MELBOURNE VIC 3003,1 Bed,1 Bath,− Parking,,shepparton-vic
,,,,,,,,,shepparton-vic
,,$950 per week,"3 Marmara,",ELSTERNWICK VIC 3185,3 Beds,1 Bath,3 Parking,,shepparton-vic
,,$690 per week,"81 Bent Street,",MOONEE PONDS VIC 3039,2 Beds,1 Bath,3 Parking,,shepparton-vic
,,$290 per week,"95 Carinish Road,",CLAYTON VIC 3168,− 0 Beds,1 Bath,− Parking,,shepparton-vic
,,Contact Agent,"892 Hampton st,",BRIGHTON VIC 3186,3 Beds,1 Bath,3 Parking,659m²,shepparton-vic
,,$55 Per Week,"200 Spencer Street,",MELBOURNE VIC 3004,− 0 Beds,− 0 Baths,1 Parking,,shepparton-vic
,,$300,"11/34 Chertsey Road,",SHEPPARTON VIC 3630,2 Beds,1 Bath,1 Parking,,shepparton-vic
,,$550 per week,"8/380 Inkerman Street,",ST KILDA VIC 3182,1 Bed,1 Bath,1 Parking,,shepparton-vic
,,$630 per week,"10 Alfred Street,",BEAUMARIS VIC 3193,3 Beds,1 Bath,1 Parking,,shepparton-vic
,,Contact Agent,"290 Maribyrnong Road,",MOONEE PONDS VIC 3039,4 Beds,1 Bath,− Parking,,shepparton-vic
,,Contact Agent,,FAWKNER VIC 3060,2 Beds,2 Baths,2 Parking,,shepparton-vic
,,$580,"1/50 Elder Street,",WATSONIA VIC 3087,3 Beds,2 Baths,1 Parking,,shepparton-vic
,,,,,,,,,shepparton-vic
,,$650 Per Week,"706/218 A'Beckett Street,",MELBOURNE VIC 3000,2 Beds,1 Bath,1 Parking,,shepparton-vic
,,$240,"Berth 30/84A River Esplanade,",DOCKLANDS VIC 3008,1 Bed,1 Bath,1 Parking,50m²,shepparton-vic
,,Under Application,"6/8 Parring Rd,",BALWYN VIC 3103,2 Beds,1 Bath,2 Parking,,shepparton-vic
,,$65 pw,"539 St Kilda Road,",MELBOURNE VIC 3004,− 0 Beds,1 Bath,1 Parking,,shepparton-vic
,,$240 per month,"Car Space/6 Leicester Street,",CARLTON VIC 3053,1 Bed,1 Bath,1 Parking,,shepparton-vic
,,$480 P/W,"1 Bed 1 Bath/34 Cowper Street,",FOOTSCRAY VIC 3011,1 Bed,1 Bath,− Parking,,shepparton-vic
,,,,,,,,,shepparton-vic
,,Available Now - $600 P/W,"2 Bed 2 Bath/34 Cowper Street,",FOOTSCRAY VIC 3011,2 Beds,2 Baths,− Parking,,shepparton-vic
,,STUDENT ACCOMMODATION From $225 Per Week,"279 Wyndham Street,",SHEPPARTON VIC 3630,1 Bed,1 Bath,− Parking,,shepparton-vic
,,$560 per week,"33 Currong Street South,",REID ACT 2612,2 Beds,1 Bath,1 Parking,"2,497m²",shepparton-vic
,,,,,,,,,shepparton-vic
,,$800.00,"6 Hawkins Road,",MONTROSE VIC 3765,5 Beds,2 Baths,− Parking,,shepparton-vic
,,$550/w & Furnished Available Now,"4502/80 A'Beckett Street,",MELBOURNE VIC 3000,1 Bed,1 Bath,− Parking,,shepparton-vic
,,$595,"804/333 Exhibition Street,",MELBOURNE VIC 3000,1 Bed,1 Bath,− Parking,,shepparton-vic
,,$550 per week,"18 Milos Court,",FRASER RISE VIC 3336,4 Beds,2 Baths,2 Parking,,shepparton-vic
,,$450,"10 Mccoy Street,",OMEO VIC 3898,3 Beds,1 Bath,3 Parking,,shepparton-vic
,,$385 per week,"Unit 2/68 Mason Street,",SHEPPARTON VIC 3630,2 Beds,1 Bath,1 Parking,,shepparton-vic
,,$320 pw,"4/52 Hare Street,",SHEPPARTON VIC 3630,1 Bed,1 Bath,1 Parking,,shepparton-vic
,,$925/week,"2512/138 Spencer Street,",MELBOURNE VIC 3000,2 Beds,2 Baths,− Parking,,shepparton-vic
,,$570 weekly,"1501/63 Haig St,",SOUTHBANK VIC 3006,2 Beds,1 Bath,1 Parking,,shepparton-vic
,,$400 per week,"213/80 Cheltenham Road,",DANDENONG VIC 3175,1 Bed,1 Bath,− Parking,,shepparton-vic
,,$560 weekly,"3 Golden Grove,",GLEN WAVERLEY VIC 3150,4 Beds,1 Bath,1 Parking,,shepparton-vic
,,,,,,,,,shepparton-vic
,,$600 PER WEEK,"19 Hurkett St,,",MICKLEHAM VIC 3064,4 Beds,2 Baths,2 Parking,,shepparton-vic
,,$500,"20 Cromwell Road,",WERRIBEE VIC 3030,3 Beds,2 Baths,2 Parking,,shepparton-vic
,,$375 Per Week,"2 Clifton Street,",SHEPPARTON VIC 3630,2 Beds,1 Bath,1 Parking,,shepparton-vic
,,$420,"1/7 Regan Street,",ST ALBANS VIC 3021,1 Bed,1 Bath,1 Parking,,shepparton-vic
,,$610 pw,"15 Broadwater Road,",KIALLA VIC 3631,4 Beds,2 Baths,2 Parking,,shepparton-vic
,,$550 Per Week,"17 Appalachian Street,",TRUGANINA VIC 3029,4 Beds,2 Baths,2 Parking,,shepparton-vic
,,,,,,,,,shepparton-vic
,,$520 per week,"4 Downley Loop,",STRATHTULLOH VIC 3338,4 Beds,2 Baths,2 Parking,,shepparton-vic
,,$560 per week,"63 Olympic Avenue,",NORLANE VIC 3214,3 Beds,2 Baths,2 Parking,,shepparton-vic
,,$690 weekly,"40 Barak St,",BULLEEN VIC 3105,4 Beds,2 Baths,2 Parking,,shepparton-vic
,,,,,,,,,shepparton-vic
,,$475,"69 Ayesha Avenue,",MELTON SOUTH VIC 3338,3 Beds,2 Baths,2 Parking,,shepparton-vic
,,$720 per week,"5 Lignum Court,",TEMPLESTOWE LOWER VIC 3107,5 Beds,3 Baths,2 Parking,,shepparton-vic
,,$480 Per week until March,"1608/500 Elizabeth Street,",MELBOURNE VIC 3000,1 Bed,1 Bath,− Parking,,shepparton-vic
,,$800 weekly,"49 Cargill St,",VICTORIA PARK WA 6100,3 Beds,2 Baths,2 Parking,,shepparton-vic
,,$520 weekly,"7 Ekari Court,",YALLAMBIE VIC 3085,3 Beds,1 Bath,3 Parking,,shepparton-vic
,,$440pw,"1307/53 Batman Street,",WEST MELBOURNE VIC 3003,1 Bed,1 Bath,− Parking,,shepparton-vic
,,$330 pw,"68b Kerferd Street,",TATURA VIC 3616,2 Beds,1 Bath,1 Parking,,shepparton-vic
,,$530 per week,"120/80 Cheltenham Road,",DANDENONG VIC 3175,2 Beds,2 Baths,1 Parking,,shepparton-vic
,,$460 weekly,"1/1298 Main Road,",ELTHAM VIC 3095,2 Beds,1 Bath,1 Parking,,shepparton-vic
,,$500,"3/91 Dianne Avenue,",CRAIGIEBURN VIC 3064,2 Beds,1 Bath,1 Parking,,shepparton-vic
,,$750 weekly,"3/92 Para Rd,",MONTMORENCY VIC 3094,3 Beds,2 Baths,2 Parking,,shepparton-vic
,,,,,,,,,shepparton-vic
,,$650 weekly,"8 Wallagoot Walk,",CARRUM DOWNS VIC 3201,4 Beds,4 Baths,2 Parking,,shepparton-vic
,,Under Application,"4/148 Sobraon St,",SHEPPARTON VIC 3630,2 Beds,1 Bath,1 Parking,,shepparton-vic
,,Contact Agent,,TATURA EAST VIC 3616,4 Beds,2 Baths,2 Parking,,shepparton-vic
,,$530,"4/54 East Esplanade,",ST ALBANS VIC 3021,3 Beds,3 Baths,4 Parking,,shepparton-vic
,,$550 per week,"1/22 Dearing Avenue,",CRANBOURNE VIC 3977,3 Beds,1 Bath,1 Parking,,shepparton-vic
,,$620 per week,"708/850 Whitehorse Road,",BOX HILL VIC 3128,2 Beds,1 Bath,1 Parking,,shepparton-vic
,,,,,,,,,shepparton-vic
,,$540,"70 Vestige Circuit,",TARNEIT VIC 3029,4 Beds,2 Baths,4 Parking,335m²,shepparton-vic
,,$475 per week,"2 McCubbin Dr,",SHEPPARTON VIC 3630,3 Beds,1 Bath,2 Parking,,shepparton-vic
,,$520,"18 Primary Road,",TARNEIT VIC 3029,3 Beds,2 Baths,2 Parking,263m²,shepparton-vic
,,,,,,,,,shepparton-vic
,,$520 weekly,"15/44 Mcmaster St,",VICTORIA PARK WA 6100,2 Beds,1 Bath,1 Parking,,shepparton-vic
,,Under Application,"9 Sutherland Avenue,",MELTON SOUTH VIC 3338,3 Beds,2 Baths,5 Parking,578m²,shepparton-vic
,,$920,"11/1781 Malvern Road,",GLEN IRIS VIC 3146,3 Beds,2 Baths,2 Parking,,shepparton-vic
,,$350 per week,"3/16 Corio Street,",SHEPPARTON VIC 3630,2 Beds,1 Bath,1 Parking,,shepparton-vic
,,$920 weekly,"3 Young St,",BOX HILL VIC 3128,3 Beds,2 Baths,2 Parking,,shepparton-vic
,,$480 Per Week,"59 Bronson Circuit,",HOPPERS CROSSING VIC 3029,3 Beds,2 Baths,1 Parking,,shepparton-vic
,,Under Application,"11 Gramercy place,",STRATHTULLOH VIC 3338,4 Beds,2 Baths,3 Parking,,shepparton-vic
,,$520 per week,"27 Pedirka Road,",TRUGANINA VIC 3029,3 Beds,2 Baths,1 Parking,,shepparton-vic
,,$580,"10/966 Albany Highway,",EAST VICTORIA PARK WA 6101,1 Bed,1 Bath,1 Parking,,shepparton-vic
,,$410 pw,"43 MacKellar Crescent,",MOOROOPNA VIC 3629,3 Beds,1 Bath,3 Parking,,shepparton-vic
,,$535 Per Week,"1 Evesham Drive,",POINT COOK VIC 3030,4 Beds,2 Baths,2 Parking,,shepparton-vic
,,,,,,,,,shepparton-vic
,,$630 pw,"5 Dutton Way,",KIALLA VIC 3631,3 Beds,2 Baths,2 Parking,,shepparton-vic
,,$600 pw,"68 Hawkins Street,",SHEPPARTON VIC 3630,3 Beds,2 Baths,2 Parking,,shepparton-vic
,,$540,"6 Surround Circuit,",BONNIE BROOK VIC 3335,4 Beds,2 Baths,2 Parking,,shepparton-vic
,,$900.00 PER WEEK,"13 Jackson Road,",KARAWARA WA 6152,4 Beds,2 Baths,2 Parking,,shepparton-vic
,,$500 Per Week,"79 Wagner Drive,",WERRIBEE VIC 3030,4 Beds,2 Baths,2 Parking,,shepparton-vic
,,$560 Per Week,"71 Starboard Way,",WERRIBEE SOUTH VIC 3030,4 Beds,2 Baths,2 Parking,,shepparton-vic
,,,,,,,,,shepparton-vic
,,$650 weekly,"3 Shoreline Cr,",CARRUM DOWNS VIC 3201,4 Beds,2 Baths,2 Parking,,shepparton-vic
,,"$580 Per Week, Including Lawns Mowed","1385 Heatherton Road,",DANDENONG NORTH VIC 3175,3 Beds,1 Bath,2 Parking,590m²,shepparton-vic
,,$460 pw,"48 Paterson Road,",SHEPPARTON VIC 3630,3 Beds,1 Bath,2 Parking,,shepparton-vic
,,,,,,,,,shepparton-vic
,,$870 weekly,"3103/100 Lorimer St,",DOCKLANDS VIC 3008,2 Beds,2 Baths,2 Parking,,shepparton-vic
,,$610 weekly,"6108/172 Edward St,",BRUNSWICK EAST VIC 3057,2 Beds,2 Baths,1 Parking,,shepparton-vic
,,$520,"2/29 Vincent Avenue,",ST ALBANS VIC 3021,3 Beds,2 Baths,2 Parking,,shepparton-vic
,,$495 weekly,"LG 202/45 Linden Avenue,",IVANHOE VIC 3079,1 Bed,1 Bath,1 Parking,,shepparton-vic
,,$750,"615C/2 Snedden Drive,",GLEN WAVERLEY VIC 3150,2 Beds,2 Baths,1 Parking,,shepparton-vic
,,$800 **INSPECTION UPON REQUEST**,"1810/462 Elizabeth Street,",MELBOURNE VIC 3000,2 Beds,2 Baths,− Parking,,shepparton-vic
,,$290 pw,"2/16 Gemmill Street,",MOOROOPNA VIC 3629,1 Bed,1 Bath,1 Parking,,shepparton-vic
,,$580 per week,"21 Ararat Street,",TARNEIT VIC 3029,4 Beds,2 Baths,2 Parking,,shepparton-vic
,,$675,"182 Fenton Hill Road,",CLARKEFIELD VIC 3430,4 Beds,1 Bath,5 Parking,,shepparton-vic
,,$600 Per Week,"1/33 Arcadia Avenue,",HALLAM VIC 3803,3 Beds,2 Baths,1 Parking,,shepparton-vic
,,$660 Per Week,"30 Bailey Boulevard,",KOO WEE RUP VIC 3981,4 Beds,2 Baths,2 Parking,,shepparton-vic
,,,,,,,,,shepparton-vic
,,$780 PW Enquire Now!!,"24 Lantana Road,",AINTREE VIC 3336,5 Beds,3 Baths,2 Parking,,shepparton-vic
,,$580 per week,"18 Leeward Drive,",TARNEIT VIC 3029,4 Beds,2 Baths,2 Parking,,shepparton-vic
,,$560 per week,"11 Faircroft Place,",TARNEIT VIC 3029,4 Beds,2 Baths,2 Parking,,shepparton-vic
,,$530 Per Week,"1/29 Baldwin Avenue,",NOBLE PARK VIC 3174,3 Beds,1 Bath,1 Parking,,shepparton-vic
,,$400 pw,"6 O'Connell Court,",SHEPPARTON VIC 3630,3 Beds,1 Bath,1 Parking,,shepparton-vic
,,$650,"14 Wonnangatta CRES,",WEIR VIEWS VIC 3338,5 Beds,2 Baths,2 Parking,,shepparton-vic
,,,,,,,,,shepparton-vic
,,$450,"1416/6 Leicester Street,",CARLTON VIC 3053,1 Bed,1 Bath,− Parking,,shepparton-vic
,,$780 pw,"13 Mountfield Road,",MITCHAM VIC 3132,6 Beds,3 Baths,5 Parking,,shepparton-vic
,,$620,"2 The Breezewater,",POINT COOK VIC 3030,4 Beds,2 Baths,2 Parking,,shepparton-vic
,,,,,,,,,shepparton-vic
,,$795 Per Week,"6 Elizabeth Court,",ROWVILLE VIC 3178,4 Beds,2 Baths,4 Parking,,shepparton-vic
,,$595 Per Week,"31 Ambassador Crescent,",POINT COOK VIC 3030,4 Beds,2 Baths,2 Parking,758m²,shepparton-vic
,,$550 per week,"18/80 Cheltenham Road,",DANDENONG VIC 3175,2 Beds,2 Baths,1 Parking,,shepparton-vic
,,$720/week,"146 Lady Nelson Way,",TAYLORS LAKES VIC 3038,5 Beds,3 Baths,2 Parking,,shepparton-vic
,,$410 weekly,"3/85 Collins Street,",THORNBURY VIC 3071,2 Beds,1 Bath,1 Parking,,shepparton-vic
,,$520 pw,"5/169-171 Hogan Street,",TATURA VIC 3616,2 Beds,2 Baths,1 Parking,,shepparton-vic
,,$870,"32 Trades Hall Place,",CARLTON VIC 3053,3 Beds,2 Baths,1 Parking,160m²,shepparton-vic
,,$650 Per Week,"97 Festival Drive,",POINT COOK VIC 3030,5 Beds,3 Baths,2 Parking,,shepparton-vic
,,$580 pw,"22 Wagtail Drive,",KIALLA VIC 3631,4 Beds,2 Baths,2 Parking,,shepparton-vic
,,$520 per week,"406/6 Leicester Street,",CARLTON VIC 3053,1 Bed,1 Bath,− Parking,,shepparton-vic
,,$550,"39 Millers Road,",ALTONA VIC 3018,3 Beds,1 Bath,3 Parking,,shepparton-vic
,,,,,,,,,shepparton-vic
,,$575/w & Fully Furnished,"104/15 Irving Avenue,",BOX HILL VIC 3128,1 Bed,1 Bath,1 Parking,,shepparton-vic
,,$440,"917/6 Leicester Street,",CARLTON VIC 3053,1 Bed,1 Bath,− Parking,,shepparton-vic
,,$580,"9 Kenora Way,",MICKLEHAM VIC 3064,4 Beds,2 Baths,2 Parking,509m²,shepparton-vic
,,$470,"1709/6 Leicester Street,",CARLTON VIC 3053,,,,,shepparton-vic
,,"$1,100 Per Week","20 Koonawarra St,",CLAYTON VIC 3168,5 Beds,3 Baths,2 Parking,,shepparton-vic
,,$400.00 Per Week,"4 Springbank Way,",BROOKFIELD VIC 3338,4 Beds,2 Baths,2 Parking,,shepparton-vic
,,,,,,,,,shepparton-vic
,,"$1,670","29 Drummond street,",CARLTON VIC 3053,7 Beds,3 Baths,2 Parking,290m²,shepparton-vic
,,$540,"19 Woolshed Drive,",TRUGANINA VIC 3029,4 Beds,2 Baths,2 Parking,,shepparton-vic
,,$600 per week,"705/301 King St,",MELBOURNE VIC 3000,1 Bed,1 Bath,− Parking,,shepparton-vic
,,,,,,,,,shepparton-vic
,,$630 Per Week,"1/48 Aqueduct Road,",LANGWARRIN VIC 3910,3 Beds,2 Baths,2 Parking,,shepparton-vic
,,$600 Per Week,"4 Grosset Way,",POINT COOK VIC 3030,4 Beds,3 Baths,2 Parking,,shepparton-vic
,,"$1,800 pw","6 Henderson Court,",SHEPPARTON VIC 3630,9 Beds,3 Baths,4 Parking,,shepparton-vic
,,$420 per week,"420 Dookie-Nalinga Road,",DOOKIE VIC 3646,3 Beds,1 Bath,− Parking,,shepparton-vic
,,670 per week,"306/3 Young Street,",BOX HILL VIC 3128,2 Beds,2 Baths,1 Parking,,shepparton-vic
,,$300 pw,"1/25 Runge Street,",SHEPPARTON VIC 3630,− 0 Beds,1 Bath,− Parking,,shepparton-vic
,,$310 pw,"1/71 Grutzner Avenue,",SHEPPARTON VIC 3630,− 0 Beds,1 Bath,− Parking,,shepparton-vic
,,$330 pw,"1/48 Numurkah Road,",SHEPPARTON VIC 3630,− 0 Beds,1 Bath,− Parking,,shepparton-vic
,,$320 pw,"6/60 Halpin Crescent,",SHEPPARTON VIC 3630,1 Bed,1 Bath,− Parking,,shepparton-vic
,,"$1,200",,BENTLEIGH EAST VIC 3165,5 Beds,2 Baths,4 Parking,700m²,shepparton-vic
,,$80,"7P5/70 Southbank Boulevard,",SOUTHBANK VIC 3006,1 Bed,1 Bath,1 Parking,,shepparton-vic
,,,,,,,,,shepparton-vic
,,$580 per week *Partially Furnished*,"802/15 Doepel Way,",DOCKLANDS VIC 3008,1 Bed,1 Bath,− Parking,,shepparton-vic
,,$850 Per Week,"44 Kalbian Drive,",CLYDE NORTH VIC 3978,5 Beds,3 Baths,2 Parking,,shepparton-vic
,,$200 per week,"1/8 Dodgshun Street,",HOPETOUN VIC 3396,1 Bed,1 Bath,− Parking,,shepparton-vic
,,$170 Per Week Bills Included,"6/13 Hewat Drive,",HIGHTON VIC 3216,1 Bed,1 Bath,1 Parking,,shepparton-vic
,,$550,"2 YAMUNA STREET,",TRUGANINA VIC 3029,4 Beds,2 Baths,1 Parking,,shepparton-vic
,,$520,"22 Huntingfield Street,",THORNHILL PARK VIC 3335,4 Beds,2 Baths,1 Parking,,shepparton-vic
,,,,,,,,,shepparton-vic
,,$550,"38 Sadie Avenue,",THORNHILL PARK VIC 3335,4 Beds,2 Baths,1 Parking,,shepparton-vic
,,$650,"19 Maroa Street,",TARNEIT VIC 3029,4 Beds,3 Baths,2 Parking,,shepparton-vic
,,$50 per week,"Carpark914/33 Blackwood Street,",NORTH MELBOURNE VIC 3051,− 0 Beds,− 0 Baths,1 Parking,,shepparton-vic
,,,,,,,,,shepparton-vic
,,$300 per week,"184 Dorset Road,",BORONIA VIC 3155,1 Bed,1 Bath,− Parking,,shepparton-vic
,,$60,"Carpark3605/639 Lonsdale Street,",MELBOURNE VIC 3000,− 0 Beds,− 0 Baths,1 Parking,,shepparton-vic
,,$69 per week,"Carpark224/23 Blackwood Street,",NORTH MELBOURNE VIC 3051,− 0 Beds,− 0 Baths,1 Parking,,shepparton-vic
,,$60 per week,"Carpark613/33 Blackwood Street,",NORTH MELBOURNE VIC 3051,− 0 Beds,− 0 Baths,1 Parking,,shepparton-vic
,,$50 per week,"Carpark450/401 Docklands Drive,",DOCKLANDS VIC 3008,− 0 Beds,− 0 Baths,1 Parking,,shepparton-vic
,,$60 per week,"Carpark2810/81 A'Beckett Street,",MELBOURNE VIC 3000,− 0 Beds,− 0 Baths,1 Parking,,shepparton-vic
,,$70 per week,"Carpark402/135 A'Beckett Street,",MELBOURNE VIC 3000,− 0 Beds,− 0 Baths,1 Parking,,shepparton-vic
,,$780,"2B2B/259 Normanby Road,",SOUTHBANK VIC 3006,2 Beds,2 Baths,1 Parking,,shepparton-vic
,,$550,"7 REEVES STREET,",POINT COOK VIC 3030,4 Beds,3 Baths,2 Parking,,shepparton-vic
,,LEASED,"253-273 Normanby Road,",SOUTH MELBOURNE VIC 3205,1 Bed,1 Bath,− Parking,,shepparton-vic
,,$550,"1B1B/803 Dandenong Road,",MALVERN EAST VIC 3145,1 Bed,1 Bath,1 Parking,,shepparton-vic
,,,,,,,,,shepparton-vic
,,$700,"2B2B/803 Dandenong Road,",MALVERN EAST VIC 3145,2 Beds,2 Baths,1 Parking,,shepparton-vic
Contact Office,LJ Hooker Taree,From $260,"146 Manning River Drive ""Twilight Caravan Park"",",TAREE NSW 2430,1 Bed,1 Bath,1 Parking,,latrobe-valley-vicwangaratta-vic
Parisa Noubakht,Illustrated Properties,$700 per week,"24/39 Woodberry Avenue,",COOMBS ACT 2611,3 Beds,2 Baths,2 Parking,,latrobe-valley-vicwangaratta-vic
Leasing Team,RUIZ PROPERTY,$460 pw,"614/220 Melrose Drive,",PHILLIP ACT 2606,1 Bed,1 Bath,1 Parking,,latrobe-valley-vicwangaratta-vic
,,,,,,,,,latrobe-valley-vicwangaratta-vic
Simon Hourcade,Belle Property Bondi Junction,$540.00 per week,"12/145-161 Abercrombie Street,",DARLINGTON NSW 2330,− 0 Beds,1 Bath,− Parking,,latrobe-valley-vicwangaratta-vic
Rentals Team,New Door Properties,$650 per week,"16 Aurora Close,",MAWSON ACT 2607,3 Beds,1 Bath,2 Parking,,latrobe-valley-vicwangaratta-vic
Matthew Findley,Ray White Canberra,$800,"1/5 Dawson Street,",CURTIN ACT 2605,3 Beds,2 Baths,2 Parking,,latrobe-valley-vicwangaratta-vic
Kaitlyn Taylor,Luton Properties - Kippax,$550 pw,"609/49 Furzer Street,",PHILLIP ACT 2606,2 Beds,1 Bath,1 Parking,,latrobe-valley-vicwangaratta-vic
Kim Te,Motion Property,$480 per week,"106C/1 O'Shannassy Street,",ESSENDON NORTH VIC 3041,1 Bed,1 Bath,1 Parking,,latrobe-valley-vicwangaratta-vic
Property Management,Blackshaw Gungahlin,$500 per week,"58/53 Holborow Avenue,",DENMAN PROSPECT ACT 2611,1 Bed,1 Bath,1 Parking,,latrobe-valley-vicwangaratta-vic
,,,,,,,,,latrobe-valley-vicwangaratta-vic
Katelin Currell,Living Here Cush Partners,"$1,400","4/24 Wandoo Street,",FORTITUDE VALLEY QLD 4006,3 Beds,3 Baths,2 Parking,,latrobe-valley-vicwangaratta-vic
Pratish Rijal,City Homes Canberra,$700 per week,"14 85 Holborow Avenue,",DENMAN PROSPECT ACT 2611,3 Beds,3 Baths,1 Parking,,latrobe-valley-vicwangaratta-vic
Katelin Currell,Living Here Cush Partners,$745,"412/78 Arthur Street,",FORTITUDE VALLEY QLD 4006,2 Beds,2 Baths,1 Parking,,latrobe-valley-vicwangaratta-vic
,,,,,,,,,latrobe-valley-vicwangaratta-vic
Pratish Rijal,City Homes Canberra,$660 per week,"29 21 Bakewell Street,",COOMBS ACT 2611,3 Beds,2 Baths,2 Parking,,latrobe-valley-vicwangaratta-vic
Georgia Haimes,Belle Property Canberra,$555 per week,"129/7 Irving Street,",PHILLIP ACT 2606,2 Beds,2 Baths,2 Parking,,latrobe-valley-vicwangaratta-vic
Client Concierge,The Property Collective,$635 per week,"30 Gluyas Street,",FARRER ACT 2607,3 Beds,1 Bath,2 Parking,,latrobe-valley-vicwangaratta-vic
Client Concierge,The Property Collective,$500 per week,"308/15 Bowes Street,",PHILLIP ACT 2606,1 Bed,1 Bath,1 Parking,,latrobe-valley-vicwangaratta-vic
Lauren Lockhart,Ray White Rochedale,$600,"411 Spring Valley Road,",LYONS QLD 4124,4 Beds,2 Baths,2 Parking,"14,163m²",latrobe-valley-vicwangaratta-vic
Kim Te,Motion Property,$480 per week,"116B/150 Keilor Road,",ESSENDON NORTH VIC 3041,1 Bed,1 Bath,1 Parking,,latrobe-valley-vicwangaratta-vic
Jay Pennay,CIVIUM,$500 per week,"74/179 Melrose Drive,",LYONS ACT 2606,2 Beds,1 Bath,1 Parking,,latrobe-valley-vicwangaratta-vic
Lauren Myles,Blackshaw Manuka,$700 per week,"5b/1 Cornelius Street,",COOMBS ACT 2611,3 Beds,2 Baths,2 Parking,,latrobe-valley-vicwangaratta-vic
HouseSmart Property Management Department,HouseSmart Real Estate Pty Ltd,$550 per week,"4K/45 King George Street,",VICTORIA PARK WA 6100,2 Beds,1 Bath,1 Parking,,latrobe-valley-vicwangaratta-vic
,,$600 per week,"230/7 Irving Street,",PHILLIP ACT 2606,2 Beds,2 Baths,2 Parking,,latrobe-valley-vicwangaratta-vic
Carolina  Hernandez,Gotham Property,$475,"225/2 Gillies Street,",ESSENDON NORTH VIC 3041,1 Bed,1 Bath,1 Parking,,latrobe-valley-vicwangaratta-vic
,,,,,,,,,latrobe-valley-vicwangaratta-vic
John Pierobon,Grandland Real Estate,$700,"25 Rynan Avenue,",EDMONDSON PARK NSW 2174,4 Beds,2 Baths,1 Parking,,latrobe-valley-vicwangaratta-vic
Sunny Lhamo,Independent Property Management South,$700 pw,"173/15 Mower Place,",PHILLIP ACT 2606,3 Beds,2 Baths,2 Parking,,latrobe-valley-vicwangaratta-vic
Natasha Quinn,Belle Property Hunter Region,$570 per week,"33 Alexander Street,",CESSNOCK NSW 2325,3 Beds,1 Bath,− Parking,,latrobe-valley-vicwangaratta-vic
Danielle Coady,Element Property Services,$650,"Unit 206/15 Irving St,",PHILLIP ACT 2606,2 Beds,2 Baths,2 Parking,,latrobe-valley-vicwangaratta-vic
Kanchan Dahal,Uplus Real Estate,$400,"1013/220 Melrose Drive,",PHILLIP ACT 2606,1 Bed,1 Bath,− Parking,,latrobe-valley-vicwangaratta-vic
Client Concierge,The Property Collective,$420 per week,"155/41 Philip Hodgins Street,",WRIGHT ACT 2611,1 Bed,1 Bath,1 Parking,,latrobe-valley-vicwangaratta-vic
,,,,,,,,,latrobe-valley-vicwangaratta-vic
Certainty  Property Vic,Certainty Property,$270,"11 McCulloch Drive,",MELTON SOUTH VIC 3338,1 Bed,1 Bath,− Parking,,latrobe-valley-vicwangaratta-vic
Bernadette Clayton,Belle Property Hunter Region,$620 per week,"31 Verdehlo Avenue,",CESSNOCK NSW 2325,4 Beds,2 Baths,2 Parking,,latrobe-valley-vicwangaratta-vic
Debbie Stanojevic,CIVIUM,$5800 per week,"15 Timbarra Crescent,",O'MALLEY ACT 2606,7 Beds,8 Baths,8 Parking,,latrobe-valley-vicwangaratta-vic
,,,,,,,,,latrobe-valley-vicwangaratta-vic
Sunny Lhamo,Independent Property Management South,$540 pw,"6/22 Cornelius Street,",COOMBS ACT 2611,2 Beds,1 Bath,1 Parking,,latrobe-valley-vicwangaratta-vic
Property Management,Blackshaw Woden,$660 Per Week,"11/45 Enderby Street,",MAWSON ACT 2607,2 Beds,2 Baths,2 Parking,,latrobe-valley-vicwangaratta-vic
Natasha Quinn,Belle Property Hunter Region,$450 per week,"2/93 Pillar Street,",BELLBIRD NSW 2325,2 Beds,1 Bath,1 Parking,,latrobe-valley-vicwangaratta-vic
Natasha Quinn,Belle Property Hunter Region,$560 per week,"1/93 Pillar Street,",BELLBIRD NSW 2325,3 Beds,2 Baths,1 Parking,,latrobe-valley-vicwangaratta-vic
,,$615 pw,"21/26 Marr Street,",PEARCE ACT 2607,3 Beds,2 Baths,1 Parking,,latrobe-valley-vicwangaratta-vic
Mark Edwards,RUIZ PROPERTY,$430 pw,"702/6 Furzer Street,",PHILLIP ACT 2606,1 Bed,1 Bath,1 Parking,,latrobe-valley-vicwangaratta-vic
Kim Te,Motion Property,$610 Per Week,"801/5 Joseph Road,",FOOTSCRAY VIC 3011,2 Beds,2 Baths,1 Parking,,latrobe-valley-vicwangaratta-vic
Harcourts Gawler,Harcourts Property Management Gawler,$495.00 per Week,"2 Weinstock Street,",TANUNDA SA 5352,3 Beds,1 Bath,2 Parking,,latrobe-valley-vicwangaratta-vic
